总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
175.0,19267,硚口 宗关 二至三环,保利香槟国际,3室2厅1厨1卫,低楼层 (共34层),90.83㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2021-09-10,商品房,2013-11-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202109101Ovra
418.0,22055,硚口 宗关 一至二环,时代新世界,4室2厅1厨4卫,高楼层 (共46层),189.53㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,四梯三户,有,暂无数据,2022-12-22,商品房,2019-06-12,普通住宅,满两年,共有,"
                                有抵押 250万元 交通银行 客户偿还
                              ",已上传房本照片,20191230eONWX
173.0,14509,硚口 古田 ,金地悦江时代芸湾区,3室2厅1厨2卫,低楼层 (共34层),119.24㎡,平层,暂无数据,平房,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-02,商品房,2021-05-19,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,	20221007n2Nkj
202.0,20341,硚口 宗关 一至二环,时代新世界,3室2厅1厨1卫,中楼层 (共32层),99.31㎡,平层,暂无数据,板楼,南,钢混结构,简装,三梯四户,有,暂无数据,2021-08-22,商品房,2020-01-17,普通住宅,满两年,非共有,"
                                有抵押 145万元 客户偿还
                              ",已上传房本照片,202109089puBO
172.0,18945,硚口 宗关 二至三环,保利香槟国际,3室2厅1厨1卫,中楼层 (共34层),90.79㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-25,商品房,2019-06-25,普通住宅,满两年,共有,"
                                有抵押 50万元
                              ",已上传房本照片,20240116Dsuel
184.0,17033,硚口 古田 二至三环,招商江湾国际,3室2厅1厨2卫,中楼层 (共32层),108.03㎡,平层,92㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-12-29,商品房,2017-12-12,普通住宅,满五年,共有,"
                                有抵押 80万元 业主自还
                              ",已上传房本照片,20211224anyKf
185.0,20361,硚口 宝丰崇仁 一至二环,同馨花园二期,2室2厅1厨1卫,中楼层 (共30层),90.86㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,暂无数据,2023-05-05,商品房,2021-03-20,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202305075utmb
220.0,19580,硚口 宗关 一至二环,洺悦府,3室2厅1厨2卫,中楼层 (共53层),112.36㎡,平层,暂无数据,板楼,南,钢混结构,其他,四梯四户,有,暂无数据,2024-01-10,商品房,2021-01-11,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20240110OTshu
200.0,10505,硚口 集贤 一环内,名仕阁,4室2厅1厨2卫,高楼层 (共7层),190.39㎡,复式,暂无数据,塔楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2024-01-08,商品房,2010-01-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200102uQLHv
202.0,19138,硚口 宗关 二至三环,汉口1872,3室2厅1厨2卫,高楼层 (共56层),105.55㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-12-23,商品房,2023-09-26,普通住宅,未满两年,非共有,"
                                有抵押 80万元 80万
                              ",已上传房本照片,20231226fPjOD
220.0,15732,硚口 集贤 ,江山如画一期,3室2厅1厨2卫,高楼层 (共28层),139.85㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯四户,有,暂无数据,2024-01-02,商品房,2016-11-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20240112bR08S
220.0,14660,硚口 古田 二至三环,招商江湾国际,4室2厅1厨2卫,中楼层 (共32层),150.07㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯三户,有,暂无数据,2023-12-02,商品房,2019-04-05,普通住宅,满两年,共有,"
                                有抵押 100万元
                              ",已上传房本照片,20231122mc9u7
410.0,27297,硚口 宝丰崇仁 一至二环,同馨花园雍豪府,4室2厅1厨2卫,中楼层 (共44层),150.2㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2023-11-18,商品房,2019-11-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230705JEKKL
215.0,19007,硚口 宗关 一至二环,中建御景星城,3室2厅1厨1卫,低楼层 (共34层),113.12㎡,平层,88.62㎡,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2023-11-29,商品房,2017-11-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231027kHQl2
185.0,20186,硚口 集贤 ,江山如画二期,2室1厅1厨1卫,高楼层 (共15层),91.65㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯七户,有,暂无数据,2019-08-02,商品房,2007-05-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200105xvTVg
220.0,23044,硚口 宝丰崇仁 一至二环,越秀星汇云锦,2室2厅1厨1卫,高楼层 (共60层),95.47㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯四户,有,暂无数据,2023-11-18,商品房,2020-11-20,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210828DL2gX
185.0,17739,硚口 CBD西北湖 一至二环,兴华尚都国际,3室2厅1厨2卫,高楼层 (共33层),104.29㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-05,商品房,2019-11-05,普通住宅,满两年,共有,"
                                有抵押 150万元 建行 金融公司垫资
                              ",已上传房本照片,20200109nEHml
220.0,23044,硚口 宝丰崇仁 一至二环,越秀星汇云锦,2室2厅1厨1卫,高楼层 (共60层),95.47㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯四户,有,暂无数据,2023-11-18,商品房,2020-04-20,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210828bTaoY
210.0,15852,硚口 古田 二至三环,招商江湾国际,4室2厅1厨2卫,低楼层 (共33层),132.48㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯三户,有,暂无数据,2023-11-03,商品房,2018-03-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231104rA2FM
204.0,20000,硚口 宗关 一至二环,时代新世界,3室2厅1厨1卫,高楼层 (共46层),102㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,四梯四户,有,暂无数据,2023-11-23,商品房,2020-11-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202008094JUi0
500.0,5868,硚口 长丰常码头 ,汇丰企业天地,7室2厅0厨0卫,中楼层 (共6层),852.13㎡,平层,暂无数据,板楼,北 东,钢混结构,其他,两梯三户,有,暂无数据,2023-11-15,商品房,2019-11-28,商住两用,满两年,共有,"
                                暂无数据
                              ",已上传房本照片,	20210331pQp8N
228.0,26274,硚口 宝丰崇仁 一至二环,葛洲坝城市花园,2室2厅1厨1卫,低楼层 (共31层),86.78㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-21,商品房,2021-11-11,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202311210taSJ
205.0,21888,硚口 宗关 二至三环,保利香槟国际,3室1厅1厨1卫,中楼层 (共34层),93.66㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,两梯四户,有,暂无数据,2023-11-02,商品房,2015-04-27,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,20230219ZvSUe
230.0,23999,硚口 宝丰崇仁 一至二环,越秀星汇云锦,2室2厅1厨1卫,高楼层 (共53层),95.84㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,三梯四户,有,暂无数据,2023-11-21,商品房,2016-11-10,普通住宅,满五年,非共有,"
                                有抵押 60万元
                              ",已上传房本照片,20231122KWXSv
310.0,21828,硚口 宗关 一至二环,中建御景星城,4室2厅1厨2卫,低楼层 (共47层),142.02㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,三梯三户,有,暂无数据,2023-11-21,商品房,2019-01-29,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231122rIhBK
210.0,12154,硚口 古田 二至三环,汉口春天,4室2厅1厨2卫,中楼层 (共19层),172.79㎡,错层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,有,暂无数据,2023-11-01,商品房,2008-04-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231102L45r4
200.0,15850,硚口 古田 ,千禧城3号院,3室2厅1厨2卫,高楼层 (共46层),126.19㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-22,商品房,2018-09-03,普通住宅,满五年,非共有,"
                                有抵押 130万元 农行 客户偿还
                              ",已上传房本照片,20210403MyuJ1
175.0,14000,硚口 古田 二至三环,广电兰亭荣荟,3室1厅1厨2卫,中楼层 (共47层),125㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-23,商品房,2019-08-15,普通住宅,满两年,非共有,"
                                有抵押 80万元 建设 业主自还
                              ",已上传房本照片,20200107naCi2
225.0,17631,硚口 古田 二至三环,汉口春天,5室2厅1厨2卫,高楼层 (共6层),127.62㎡,复式,113.21㎡,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2021-04-14,商品房,2013-04-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210415mvr0C	
198.0,16921,硚口 古田 二至三环,香港映象,3室2厅1厨1卫,高楼层 (共11层),117.02㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,暂无数据,2023-11-21,商品房,2008-11-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202008213lwTH
245.0,21072,硚口 古田 一至二环,江山樾,3室2厅1厨2卫,中楼层 (共46层),116.27㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-11-21,商品房,2019-08-30,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231123t0tTk
205.0,13103,硚口 宝丰崇仁 ,弘西花园,3室3厅1厨2卫,中楼层 (共8层),156.46㎡,错层,暂无数据,板楼,北 南,混合结构,其他,暂无数据,无,暂无数据,2023-11-14,商品房,2009-11-15,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,20220622T4YNL
200.0,19255,硚口 CBD西北湖 一至二环,兴华尚都国际,3室2厅1厨2卫,中楼层 (共28层),103.87㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,三梯四户,有,暂无数据,2023-11-23,商品房,2019-04-30,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220908FSncg
395.0,24033,硚口 宝丰崇仁 一至二环,同馨花园一期,4室2厅1厨2卫,高楼层 (共12层),164.36㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯两户,有,暂无数据,2023-11-15,商品房,2004-07-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230426NyPWu
226.0,21032,硚口 汉正街 一至二环,中心嘉园,2室2厅1厨2卫,低楼层 (共30层),107.46㎡,平层,80.21㎡,板楼,南 北,钢混结构,精装,三梯五户,有,暂无数据,2023-11-25,商品房,2011-06-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231125rMtF4
308.0,20379,硚口 CBD西北湖 一至二环,兴华尚都国际,4室2厅1厨2卫,低楼层 (共33层),151.14㎡,平层,暂无数据,板塔结合,东,钢混结构,其他,两梯四户,有,暂无数据,2023-11-02,商品房,2021-05-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231103aiYth
330.0,23129,硚口 集贤 ,江山如画六期,5室1厅1厨4卫,高楼层 (共31层),142.68㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯六户,有,暂无数据,2022-01-13,商品房,2018-01-03,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210618FANnD
400.0,23505,硚口 宗关 一至二环,洺悦府,4室2厅1厨3卫,中楼层 (共17层),170.18㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯两户,有,暂无数据,2023-11-09,商品房,2020-12-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20201220MgDgZ
250.0,10633,硚口 宗关 ,桂苑西村,5室2厅1厨3卫,高楼层 (共7层),235.12㎡,复式,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2022-10-25,商品房,2003-10-20,普通住宅,满五年,非共有,"
                                有抵押 100万元 客户偿还
                              ",已上传房本照片,2020082699Cfb
798.0,34731,硚口 集贤 一环内,江山如画汉玺,4室3厅1厨3卫,高楼层 (共42层),229.77㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,暂无数据,2021-04-20,商品房,2017-02-27,普通住宅,满五年,非共有,"
                                有抵押 400万元 客户偿还
                              ",已上传房本照片,20210423lCcye
385.0,22913,硚口 宗关 一至二环,洺悦府,4室2厅1厨3卫,中楼层 (共17层),168.03㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,暂无数据,2021-05-21,商品房,2021-05-11,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,202105212aHqy
476.0,25115,硚口 宗关 一至二环,时代新世界,4室2厅1厨4卫,中楼层 (共46层),189.53㎡,平层,暂无数据,板楼,南,钢混结构,简装,三梯三户,有,暂无数据,2022-05-29,商品房,2020-10-26,普通住宅,满两年,共有,"
                                有抵押 300万元 客户偿还
                              ",已上传房本照片,20220529y6aqx
308.0,22892,硚口 集贤 一至二环,爵世嘉园,3室1厅1厨2卫,低楼层 (共18层),134.55㎡,平层,134.55㎡,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2021-10-24,商品房,2017-03-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211027k6B2T
191.0,11231,硚口 古田 二至三环,汉口春天,4室1厅1厨2卫,低楼层 (共19层),170.07㎡,平层,139.93㎡,板楼,南,钢混结构,简装,一梯两户,有,暂无数据,2022-05-13,商品房,2011-03-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202102235VJmb
572.0,29706,硚口 集贤 一环内,江山如画汉玺,5室1厅1厨3卫,低楼层 (共42层),192.56㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯两户,有,暂无数据,2022-02-17,商品房,2020-04-01,普通住宅,满两年,非共有,"
                                有抵押 200万元
                              ",已上传房本照片,20201013ZCKyC
390.0,18148,硚口 宗关 ,丽水康城,5室2厅1厨2卫,高楼层 (共18层),214.9㎡,复式,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2021-05-21,商品房,2019-04-21,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20200627SO0jb
426.0,25427,硚口 宗关 一至二环,洺悦府,4室2厅1厨3卫,高楼层 (共17层),167.54㎡,平层,167.54㎡,板楼,东南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2021-08-19,商品房,2021-05-05,普通住宅,满两年,非共有,"
                                有抵押 150万元 工商 业主自还
                              ",已上传房本照片,20210923d1b1O
216.0,17084,硚口 古田 ,金地悦江时代芸湾区,3室2厅1厨2卫,高楼层 (共48层),126.44㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-10-31,商品房,2021-07-16,普通住宅,满两年,非共有,"
                                有抵押 20万元 招商银行 业主自还
                              ",已上传房本照片,20231031Q88P5
233.0,14519,硚口 长丰常码头 二至三环,华润翡翠中心润玺,4室2厅1厨2卫,中楼层 (共41层),160.49㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-12,商品房,2021-11-06,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230216YKU7U
199.0,16256,硚口 集贤 ,集贤里社区,3室1厅1厨2卫,高楼层 (共9层),122.42㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-11-11,房改房,2014-11-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202311121nHIk
180.0,16603,硚口 集贤 ,江山如画一期,3室1厅1厨1卫,中楼层 (共26层),108.42㎡,平层,89.02㎡,塔楼,南,钢混结构,简装,两梯六户,有,暂无数据,2023-11-06,商品房,2010-01-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2023110629oZN
188.0,12122,硚口 宝丰崇仁 ,仁硚新村,4室2厅1厨2卫,低楼层 (共8层),155.09㎡,平层,暂无数据,板楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2023-11-09,商品房,2010-11-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230208Lljj9
210.0,24582,硚口 集贤 二至三环,硚口金利屋,2室1厅1厨1卫,低楼层 (共29层),85.43㎡,平层,暂无数据,塔楼,西,钢混结构,精装,两梯七户,有,暂无数据,2023-11-24,商品房,2015-03-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231124sAwSa	
230.0,20049,硚口 古田 ,千禧城2号院,3室1厅1厨2卫,中楼层 (共46层),114.72㎡,平层,暂无数据,板楼,南 北,未知结构,其他,三梯四户,有,暂无数据,2023-11-13,商品房,2021-11-01,普通住宅,满两年,非共有,"
                                有抵押 160万元
                              ",已上传房本照片,"20230413yNrDr
"
195.0,13497,硚口 汉正街 一至二环,暨济春天园,4室2厅2厨2卫,高楼层 (共23层),144.48㎡,平层,119.94㎡,塔楼,南,钢混结构,精装,两梯十六户,有,暂无数据,2023-11-11,商品房,2015-12-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231111ck6e7
288.0,22712,硚口 集贤 二至三环,硚口金利屋,3室2厅1厨2卫,中楼层 (共30层),126.81㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯三户,有,暂无数据,2023-11-20,商品房,2011-12-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231121F8igO
710.0,33293,硚口 宝丰崇仁 一至二环,同馨花园雍豪府,5室2厅1厨2卫,低楼层 (共45层),213.26㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,暂无数据,2021-11-01,商品房,2020-08-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20211101SFcn7
220.0,23669,硚口 宝丰崇仁 一至二环,同馨花园二期,2室2厅1厨1卫,低楼层 (共25层),92.95㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-11-23,商品房,2012-06-26,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,201912114ko1o
189.0,15492,硚口 古田 二至三环,海尔国际广场,3室2厅1厨2卫,低楼层 (共46层),122㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-01,商品房,2020-12-01,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,20231102LloFw
419.0,18992,硚口 汉正街 一至二环,暨济春天园,5室2厅1厨3卫,高楼层 (共22层),220.62㎡,复式,暂无数据,塔楼,东 东南 南,钢混结构,精装,两梯十八户,有,暂无数据,2023-11-12,商品房,2021-01-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,2021053156Fjx
216.0,16553,硚口 宗关 一至二环,博学仕府,3室2厅1厨2卫,低楼层 (共12层),130.49㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯五户,有,暂无数据,2023-11-21,商品房,2016-01-13,普通住宅,满五年,非共有,"
                                有抵押 100万元 兴业银行 业主自还
                              ",已上传房本照片,20200809Yi68v
350.0,27994,硚口 宝丰崇仁 一至二环,葛洲坝城市花园,3室2厅1厨2卫,低楼层 (共29层),125.03㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-16,限价商品房,2016-12-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,2023111808MOL
426.0,28798,硚口 宝丰崇仁 一至二环,同馨花园雍豪府,3室2厅1厨2卫,低楼层 (共40层),147.93㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯三户,有,暂无数据,2023-11-18,商品房,2020-09-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231124jPAif
305.0,19331,硚口 集贤 一至二环,集贤书香苑,3室2厅1厨2卫,中楼层 (共18层),157.78㎡,平层,125.83㎡,板楼,东 南 北,钢混结构,精装,两梯三户,有,暂无数据,2023-02-11,商品房,2009-01-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210613I34Fy	
238.0,18850,硚口 古田 二至三环,招商江湾国际,4室2厅1厨2卫,中楼层 (共33层),126.26㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-08-13,商品房,2017-09-06,普通住宅,满五年,共有,"
                                有抵押 30万元 公积金 客户偿还
                              ",已上传房本照片,	20230508a7BvC
245.0,17983,硚口 宗关 一至二环,博学仕府,3室2厅1厨2卫,高楼层 (共11层),136.24㎡,平层,113.4㎡,板楼,南,钢混结构,精装,一梯四户,有,暂无数据,2022-12-05,商品房,2010-01-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202302278rG8F
415.0,22403,硚口 宝丰崇仁 一至二环,同馨花园二期,4室2厅1厨2卫,低楼层 (共20层),185.25㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯两户,有,暂无数据,2023-08-09,商品房,2021-08-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20211124sMJ5K
255.0,17206,硚口 古田 ,千禧城2号院,4室2厅1厨2卫,高楼层 (共46层),148.21㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,四梯五户,有,暂无数据,2023-08-16,商品房,2021-09-03,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210908O70Q5
180.0,16170,硚口 古田 ,金地悦江时代芸湾区,3室2厅1厨2卫,高楼层 (共48层),111.32㎡,平层,82㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2022-12-01,商品房,2021-07-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20211005t9D2s
283.0,20786,硚口 宗关 一至二环,洺悦府,3室2厅1厨1卫,高楼层 (共44层),136.15㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯三户,有,暂无数据,2021-07-16,商品房,2020-12-17,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20210802mQ6a5
300.0,21280,硚口 宗关 二至三环,天宇盛世滨江,3室2厅1厨1卫,低楼层 (共43层),140.98㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,三梯四户,有,暂无数据,2023-05-10,商品房,2021-06-30,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20211221A1Bv8
200.0,12067,硚口 宗关 一至二环,江景时代,4室2厅1厨3卫,高楼层 (共8层),165.75㎡,复式,暂无数据,塔楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-04-10,商品房,2017-05-08,普通住宅,满五年,非共有,"
                                有抵押 150万元 业主自还
                              ",已上传房本照片,20230410GNjJV
355.0,22572,硚口 宗关 一至二环,融侨锦江,4室2厅1厨3卫,高楼层 (共45层),157.28㎡,平层,暂无数据,板楼,南,钢混结构,简装,三梯三户,有,暂无数据,2023-01-30,商品房,2016-09-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200817YkQl4
185.0,15009,硚口 古田 二至三环,汉江湾壹号,3室2厅1厨2卫,高楼层 (共31层),123.26㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-06-03,商品房,2019-08-05,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20211124kSHIl
185.0,17929,硚口 宗关 二至三环,天宇盛世滨江,2室2厅1厨1卫,高楼层 (共51层),103.19㎡,平层,80.2㎡,板塔结合,东南,钢混结构,其他,三梯四户,有,暂无数据,2023-03-09,商品房,2021-05-26,普通住宅,满两年,共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,20230309ZvMa5
210.0,18690,硚口 宗关 一至二环,洺悦府,3室1厅1厨2卫,低楼层 (共53层),112.36㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,四梯四户,有,暂无数据,2023-02-15,商品房,2020-12-03,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20201231gIXqI
236.0,19649,硚口 宗关 三至四环,左岸美邻,3室2厅1厨2卫,中楼层 (共28层),120.11㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-01-02,商品房,2020-09-14,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20200920t5Dop
249.0,18281,硚口 古田 ,千禧城3号院,4室2厅1厨2卫,中楼层 (共47层),136.21㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,三梯六户,有,暂无数据,2023-06-18,商品房,2018-07-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230619MHcMU
290.0,20963,硚口 宗关 一至二环,洺悦府,3室2厅1厨2卫,高楼层 (共44层),138.34㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯三户,有,暂无数据,2023-08-09,商品房,2020-08-17,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210525V8MHi
185.0,20822,硚口 CBD西北湖 一至二环,兴华尚都国际,3室1厅1厨1卫,高楼层 (共32层),88.85㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,三梯四户,有,暂无数据,2023-02-01,商品房,2021-04-06,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202302013U0Cg
265.0,19363,硚口 宗关 二至三环,保利香槟国际,3室2厅1厨2卫,低楼层 (共30层),136.86㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,两梯四户,有,暂无数据,2023-02-12,商品房,2015-09-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210518bRgwn
189.0,10300,硚口 宗关 ,荣冠花园,4室2厅1厨2卫,高楼层 (共12层),183.5㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯两户,有,暂无数据,2020-07-14,商品房,2007-09-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200717RZdeG
310.0,21946,硚口 宝丰崇仁 ,玉带家园,4室2厅1厨2卫,低楼层 (共29层),141.26㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-06-12,限价商品房,2018-05-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220211HiK8Q
290.0,30380,硚口 宝丰崇仁 一至二环,葛洲坝城市花园,3室1厅1厨1卫,高楼层 (共29层),95.46㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,2023-09-27,限价商品房,2016-09-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20180412LQAMV
229.0,8901,硚口 宗关 二至三环,云鹤园,7室3厅1厨3卫,高楼层 (共7层),257.3㎡,复式,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,无,暂无数据,2023-03-25,商品房,2013-03-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202303251CZyt
